ACCOUNT,DAY_OPENED,BAD_FLAG
2983,20190724,0
2984,20190822,0
2985,20190717,0
2986,20190520,0
2987,20180730,0
2988,20190516,1
2989,20190823,1
2990,20180613,0
2991,20190921,0
2992,20190724,0
2993,20190709,0
2994,20181112,0
2995,20190604,1
2996,20190528,0
2997,20190517,0
2998,20190114,0
2999,20171218,0
3000,20180713,0
3001,20160525,0
3002,20190221,0
3003,20181108,0
3004,20180328,0
3005,20160819,0
3006,20190712,0
3007,20190319,0
3008,20180109,0
3009,20170721,0
3010,20190428,0
3011,20190712,0
3012,20190422,0
3013,20190429,0
3014,20170120,0
3015,20190314,0
3016,20151224,0
3017,20190905,0
3018,20190604,0
3019,20191025,0
3020,20200225,0
3021,20190505,0
3022,20190505,0
3023,20160831,0
3024,20170927,0
3025,20190830,1
3026,20190829,0
3027,20170930,0
3028,20190726,0
3029,20170616,0
3030,20160830,0
3031,20170327,0
3032,20151210,0
3033,20190505,0
3034,20190809,0
3035,20190416,0
3036,20190228,0
3037,20180510,0
3038,20190516,0
3039,20181012,0
3040,20181220,0
3041,20190816,0
3042,20190509,0
3043,20170929,0
3044,20160114,0
3045,20190519,0
3046,20190228,0
3047,20190527,0
3048,20180516,0
3049,20191010,0
3050,20190618,0
3051,20181226,0
3052,20170613,0
3053,20190506,0
3054,20190620,0
3055,20171207,0
3056,20170224,0
3057,20190328,0
3058,20181110,0
3059,20180305,1
3060,20190506,0
3061,20171207,0
3062,20181124,0
3063,20170516,0
3064,20180117,0
3065,20161214,0
3066,20190719,0
3067,20190617,0
3068,20171214,0
3069,20190622,0
3070,20190804,0
3071,20190125,0
3072,20181009,0
3073,20190806,0
3074,20180928,0
3075,20190726,0
3076,20190630,0
3077,20160926,0
3078,20190622,0
3079,20190510,1
3080,20191028,0
3081,20190724,0
3082,20160830,0
3083,20171225,0
3084,20160822,0
3085,20170731,0
3086,20170609,0
3087,20190902,1
3088,20190622,0
3089,20160808,0
3090,20200102,0
3091,20190411,0
3092,20151230,0
3093,20190515,0
3094,20190426,0
3095,20160407,0
3096,20190408,0
3097,20190516,0
3098,20190731,0
3099,20190604,0
3100,20180212,0
3101,20181112,0
3102,20160205,0
3103,20190614,0
3104,20160806,1
3105,20180719,0
3106,20190614,0
3107,20161214,0
3108,20190604,0
3109,20190918,0
3110,20190419,0
3111,20190529,0
3112,20161111,0
3113,20180606,0
3114,20170208,0
3115,20181223,0
3116,20180503,0
3117,20190720,0
3118,20190616,0
3119,20190617,0
3120,20190822,0
3121,20190419,1
3122,20190922,0
3123,20190722,1
3124,20190909,0
3125,20190114,0
3126,20190625,0
3127,20171213,0
3128,20191107,0
3129,20190824,0
3130,20181205,0
3131,20180622,0
3132,20190510,0
3133,20181220,0
3134,20191015,0
3135,20180429,0
3136,20180118,0
3137,20190817,1
3138,20180207,0
3139,20190409,0
3140,20190917,0
3141,20190516,0
3142,20190531,1
3143,20171113,0
3144,20190329,0
3145,20190615,0
3146,20180111,0
3147,20190222,0
3148,20200110,0
3149,20181110,0
3150,20190523,0
3151,20190517,0
3152,20190502,0
3153,20170323,0
3154,20190314,0
3155,20180705,0
3156,20190925,0
3157,20160918,0
3158,20151222,0
3159,20181220,0
3160,20190726,0
3161,20190807,0
3162,20181212,0
3163,20180619,0
3164,20190306,0
3165,20180819,0
3166,20171106,0
3167,20160114,0
3168,20160815,0
3169,20180608,0
3170,20190806,0
3171,20170518,0
3172,20170518,0
3173,20180316,0
3174,20190625,0
3175,20160927,0
3176,20170907,0
3177,20190419,0
3178,20151224,0
3179,20190509,0
3180,20190719,0
3181,20170410,0
3182,20190823,0
3183,20190726,0
3184,20170704,0
3185,20190802,1
3186,20180913,0
3187,20190728,0
3188,20190723,0
3189,20181113,0
3190,20190504,0
3191,20190225,0
3192,20171120,0
3193,20160707,0
3194,20190416,0
3195,20190820,1
3196,20190614,0
3197,20160511,0
3198,20190604,1
3199,20151210,0
3200,20191231,0
3201,20190116,1
3202,20170721,0
3203,20181112,0
3204,20190722,0
3205,20160909,0
3206,20190313,0
3207,20190516,0
3208,20190524,0
3209,20190825,0
3210,20191031,0
3211,20190822,0
3212,20190429,0
3213,20190604,0
3214,20171116,0
3215,20190731,0
3216,20190104,0
3217,20170929,0
3218,20190506,0
3219,20180813,0
3220,20190116,0
3221,20160826,0
3222,20170919,0
3223,20170419,0
3224,20190503,0
3225,20190411,0
3226,20190530,0
3227,20190417,1
3228,20160621,0
3229,20170918,0
3230,20170315,0
3231,20200114,0
3232,20171106,0
3233,20160322,0
3234,20171013,0
3235,20190814,0
3236,20180115,0
3237,20171201,0
3238,20171026,1
3239,20190517,0
3240,20190326,0
3241,20190523,1
3242,20190528,0
3243,20170322,0
3244,20190615,0
3245,20190823,0
3246,20181017,0
3247,20171108,0
3248,20180625,0
3249,20160215,0
3250,20200115,0
3251,20181127,0
3252,20190628,1
3253,20180416,0
3254,20170815,0
3255,20181014,0
3256,20171019,0
3257,20161026,0
3258,20180930,0
3259,20180702,0
3260,20160728,0
3261,20160601,0
3262,20181021,0
3263,20191028,0
3264,20171127,0
3265,20190502,0
3266,20181019,0
3267,20190711,0
3268,20180321,0
3269,20171213,0
3270,20190601,0
3271,20190701,0
3272,20181124,0
3273,20190625,0
3274,20160129,0
3275,20190904,0
3276,20181102,0
3277,20190604,0
3278,20171124,0
3279,20190505,0
3280,20190429,0
3281,20170623,0
3282,20170616,0
3283,20190516,0
3284,20190417,0
3285,20190810,0
3286,20190605,0
3287,20160728,0
3288,20170620,0
3289,20170609,0
3290,20171017,0
3291,20180828,0
3292,20190510,0
3293,20180630,0
3294,20161012,0
3295,20190510,0
3296,20180608,0
3297,20190822,0
3298,20161226,0
3299,20170413,0
3300,20190724,1
3301,20180723,0
3302,20190530,1
3303,20160823,0
3304,20190515,0
3305,20170918,0
3306,20170511,0
3307,20170614,0
3308,20190923,0
3309,20170710,0
3310,20171201,0
3311,20180508,0
3312,20180103,0
3313,20191118,1
3314,20171106,0
3315,20170123,0
3316,20190614,1
3317,20190507,0
3318,20180213,0
3319,20190728,0
3320,20160818,0
3321,20161011,0
3322,20190821,1
3323,20160914,0
3324,20190721,0
3325,20190307,0
3326,20190709,0
3327,20190804,0
3328,20170522,0
3329,20190304,0
3330,20171027,0
3331,20190515,0
3332,20181017,0
3333,20190506,1
3334,20191030,0
3335,20170906,0
3336,20190719,0
3337,20190321,0
3338,20171018,1
3339,20171121,0
3340,20190507,0
3341,20190625,0
3342,20171124,0
3343,20190506,0
3344,20180131,0
3345,20190924,0
3346,20190329,1
3347,20190515,0
3348,20200109,0
3349,20190805,0
3350,20170223,0
3351,20170516,0
3352,20190716,0
3353,20191128,0
3354,20170308,0
3355,20190411,0
3356,20190614,0
3357,20190428,0
3358,20180928,0
3359,20190422,0
3360,20190615,1
3361,20191209,0
3362,20180510,0
3363,20190506,0
3364,20181102,0
3365,20190628,0
3366,20191115,0
3367,20190721,0
3368,20190726,1
3369,20170608,0
3370,20190808,0
3371,20190717,0
3372,20170228,0
3373,20190523,1
3374,20161130,0
3375,20161021,0
3376,20190430,0
3377,20190430,0
3378,20160316,0
3379,20170401,0
3380,20190618,1
3381,20191014,0
3382,20171219,0
3383,20180604,0
3384,20190720,0
3385,20180105,0
3386,20160922,0
3387,20190510,0
3388,20190614,0
3389,20170930,0
3390,20171121,0
3391,20180427,0
3392,20160907,0
3393,20190506,0
3394,20190718,0
3395,20171130,0
3396,20191126,0
3397,20170306,0
3398,20190509,0
3399,20191210,0
3400,20190701,0
3401,20180930,0
3402,20160908,0
3403,20190509,0
3404,20161205,0
3405,20200116,0
3406,20190301,0
3407,20190419,0
3408,20190805,0
3409,20190516,0
3410,20191128,0
3411,20181105,0
3412,20181218,0
3413,20190429,0
3414,20190426,0
3415,20160617,0
3416,20190526,1
3417,20180928,0
3418,20180910,0
3419,20190514,0
3420,20190509,1
3421,20190604,0
3422,20180921,0
3423,20170407,0
3424,20190422,0
3425,20170203,0
3426,20191231,0
3427,20190820,0
3428,20171124,1
3429,20170629,0
3430,20180829,0
3431,20181029,0
3432,20180510,0
3433,20160729,0
3434,20190730,1
3435,20160607,0
3436,20190507,0
3437,20190812,1
3438,20161130,0
3439,20191122,0
3440,20190523,0
3441,20190801,0
3442,20190709,0
3443,20160414,0
3444,20170608,0
3445,20180930,0
3446,20190805,0
3447,20190509,0
3448,20191129,0
3449,20180525,0
3450,20190709,0
3451,20190815,0
3452,20190725,0
3453,20190505,0
3454,20190328,0
3455,20190423,0
3456,20170822,1
3457,20181016,0
3458,20190606,0
3459,20180801,0
3460,20190510,0
3461,20191011,0
3462,20190201,0
3463,20160623,0
3464,20171031,0
3465,20190528,0
3466,20190908,0
3467,20181201,0
3468,20160920,0
3469,20170823,0
3470,20200116,0
3471,20190724,0
3472,20170323,0
3473,20190613,0
3474,20190417,0
3475,20180816,0
3476,20170606,0
3477,20190429,0
3478,20190524,1
3479,20180907,0
3480,20191021,0
3481,20180925,0
3482,20190626,0
3483,20190710,0
3484,20161027,0
3485,20181020,0
3486,20171218,0
3487,20190506,0
3488,20170606,0
3489,20190531,1
3490,20160415,0
3491,20171115,0
3492,20190517,0
3493,20190729,0
3494,20190805,1
3495,20160427,0
3496,20190516,0
3497,20190804,0
3498,20191115,0
3499,20190128,1
3500,20190606,0
3501,20180302,0
3502,20190619,0
3503,20171225,0
3504,20190409,0
3505,20190502,0
3506,20190712,0
3507,20171109,0
3508,20190514,0
3509,20190823,0
3510,20181110,0
3511,20170316,0
3512,20160726,0
3513,20190504,0
3514,20190521,0
3515,20190720,0
3516,20190729,0
3517,20190619,0
3518,20180920,0
3519,20151224,0
3520,20170518,0
3521,20160628,0
3522,20181212,0
3523,20190307,0
3524,20160628,0
3525,20160613,0
3526,20190624,0
3527,20170302,0
3528,20191017,0
3529,20181224,0
3530,20171122,0
3531,20190130,0
3532,20180207,0
3533,20180411,0
3534,20191128,0
3535,20190508,0
3536,20190717,1
3537,20161110,0
3538,20190320,0
3539,20190614,0
3540,20190119,0
3541,20190625,0
3542,20160412,0
3543,20181022,0
3544,20191231,0
3545,20170930,0
3546,20190613,1
3547,20190503,0
3548,20190616,0
3549,20160909,0
3550,20180606,0
3551,20160725,0
3552,20170329,0
3553,20190721,0
3554,20181015,0
3555,20180404,0
3556,20181107,0
3557,20180624,0
3558,20170822,0
3559,20190703,0
3560,20190529,0
3561,20170727,0
3562,20190130,0
3563,20190617,0
3564,20190615,0
3565,20171204,0
3566,20160510,0
3567,20190326,0
3568,20180412,0
3569,20190513,0
3570,20151222,0
3571,20171121,0
3572,20180109,1
3573,20190421,0
3574,20160309,0
3575,20190729,0
3576,20161222,0
3577,20180211,0
3578,20160310,0
3579,20170319,0
3580,20190329,1
3581,20180727,0
3582,20160620,0
3583,20170911,0
3584,20190731,1
3585,20190726,0
3586,20190507,0
3587,20190611,0
3588,20190222,0
3589,20180129,0
3590,20190616,0
3591,20190509,0
3592,20171019,0
3593,20190903,0
3594,20190507,1
3595,20190725,0
3596,20161111,0
3597,20181127,0
3598,20161008,0
3599,20161102,0
3600,20170125,0
3601,20190509,0
3602,20170926,0
3603,20190124,0
3604,20180621,0
3605,20161223,0
3606,20180927,0
3607,20191028,0
3608,20170515,0
3609,20180208,0
3610,20160914,0
3611,20190610,0
3612,20170829,0
3613,20170425,0
3614,20180608,0
3615,20170613,0
3616,20190908,0
3617,20191223,0
3618,20190809,0
3619,20191019,0
3620,20181221,0
3621,20181021,0
3622,20190103,0
3623,20171113,0
3624,20190312,0
3625,20190117,0
3626,20171201,0
3627,20191017,0
3628,20161026,0
3629,20171120,0
3630,20180209,0
3631,20191010,0
3632,20190803,0
3633,20190430,0
3634,20190910,0
3635,20190610,0
3636,20170811,0
3637,20190710,0
3638,20190824,0
3639,20160727,0
3640,20190718,0
3641,20190702,1
3642,20180516,0
3643,20180710,0
3644,20161111,0
3645,20190426,0
3646,20190428,0
3647,20180824,0
3648,20190621,0
3649,20190822,0
3650,20181030,0
3651,20190615,0
3652,20160721,0
3653,20190315,0
3654,20200102,0
3655,20181109,0
3656,20170120,0
3657,20190506,0
3658,20170419,0
3659,20190510,0
3660,20190728,0
3661,20180222,0
3662,20190412,0
3663,20160408,0
3664,20191119,0
3665,20181023,0
3666,20190729,0
3667,20190617,0
3668,20190827,0
3669,20181031,0
3670,20190104,0
3671,20190514,0
3672,20190510,1
3673,20171220,0
3674,20190804,0
3675,20190529,0
3676,20180427,0
3677,20190612,0
3678,20180531,0
3679,20190619,0
3680,20170308,0
3681,20190711,0
3682,20170208,0
3683,20181222,0
3684,20160818,0
3685,20190722,0
3686,20170307,0
3687,20160602,0
3688,20161228,0
3689,20190426,0
3690,20190419,0
3691,20190226,0
3692,20160822,1
3693,20190611,0
3694,20181217,0
3695,20190822,0
3696,20160331,0
3697,20180912,0
3698,20180205,0
3699,20190717,0
3700,20190110,0
3701,20190713,0
3702,20170901,0
3703,20190519,0
3704,20160729,0
3705,20190426,0
3706,20160526,0
3707,20190515,0
3708,20190804,0
3709,20171101,0
3710,20160602,0
3711,20170320,0
3712,20190802,0
3713,20171024,0
3714,20160214,0
3715,20161213,0
3716,20190831,0
3717,20151217,0
3718,20171229,0
3719,20190516,0
3720,20190625,0
3721,20180712,0
3722,20181112,0
3723,20190825,0
3724,20180801,0
3725,20161212,0
3726,20190817,0
3727,20161021,0
3728,20190822,0
3729,20180420,0
3730,20191224,0
3731,20160920,0
3732,20170320,0
3733,20180305,0
3734,20190619,0
3735,20190118,0
3736,20171211,0
3737,20190510,0
3738,20190925,0
3739,20181110,0
3740,20151221,0
3741,20171013,0
3742,20190726,0
3743,20180724,0
3744,20191121,0
3745,20170527,0
3746,20160202,0
3747,20180413,0
3748,20190509,0
3749,20190103,1
3750,20190614,0
3751,20190904,0
3752,20190429,0
3753,20170321,0
3754,20190724,0
3755,20181018,0
3756,20190507,0
3757,20190702,0
3758,20180131,0
3759,20160826,0
3760,20190725,0
3761,20190503,1
3762,20181024,0
3763,20190509,0
3764,20160706,0
3765,20190606,0
3766,20180801,0
3767,20181221,0
3768,20170203,0
3769,20170315,0
3770,20170629,0
3771,20190616,0
3772,20171026,0
3773,20170717,0
3774,20190724,0
3775,20170330,0
3776,20160905,0
3777,20170717,0
3778,20190924,0
3779,20190809,0
3780,20181017,0
3781,20170905,0
3782,20171124,0
3783,20180914,0
3784,20190202,0
3785,20190530,0
3786,20180827,0
3787,20190826,0
3788,20200119,1
3789,20170607,0
3790,20170615,0
3791,20170720,1
3792,20190516,0
3793,20160104,0
3794,20190726,0
3795,20190528,0
3796,20170421,0
3797,20170407,0
3798,20180831,0
3799,20190822,0
3800,20190614,0
3801,20190510,0
3802,20180109,0
3803,20190507,0
3804,20171023,0
3805,20190516,0
3806,20190428,0
3807,20180302,0
3808,20161207,0
3809,20190709,0
3810,20190522,0
3811,20190125,0
3812,20181128,0
3813,20180529,0
3814,20170118,0
3815,20180905,0
3816,20190510,0
3817,20160406,0
3818,20160627,0
3819,20180808,0
3820,20190605,1
3821,20190617,0
3822,20190918,0
3823,20190427,0
3824,20160630,0
3825,20190427,0
3826,20190515,0
3827,20190507,1
3828,20190625,1
3829,20180813,0
3830,20190614,0
3831,20190503,0
3832,20191014,0
3833,20181221,0
3834,20190929,0
3835,20170509,0
3836,20200103,0
3837,20180115,0
3838,20191016,1
3839,20190627,0
3840,20170717,0
3841,20190905,0
3842,20190911,0
3843,20190717,0
3844,20180315,0
3845,20161216,0
3846,20190408,0
3847,20190428,0
3848,20170616,0
3849,20161221,0
3850,20180409,0
3851,20181022,0
3852,20191016,0
3853,20171031,0
3854,20170630,0
3855,20190514,0
3856,20180124,0
3857,20190614,0
3858,20171129,0
3859,20180105,0
3860,20190109,0
3861,20171013,0
3862,20170808,0
3863,20191017,0
3864,20151207,0
3865,20180829,0
3866,20190429,0
3867,20160728,0
3868,20190516,0
3869,20160930,0
3870,20190221,0
3871,20191213,0
3872,20190516,0
3873,20180211,0
3874,20190516,0
3875,20190626,0
3876,20180907,0
3877,20170706,0
3878,20190822,0
3879,20161031,0
3880,20180717,0
3881,20190419,0
3882,20151221,0
3883,20180227,0
3884,20180911,0
3885,20180803,0
3886,20181024,0
3887,20160923,1
3888,20190304,0
3889,20190201,0
3890,20180716,0
3891,20170216,0
3892,20190118,0
3893,20160928,0
3894,20170320,0
3895,20190712,0
3896,20190901,0
3897,20170628,0
3898,20200102,1
3899,20190911,0
3900,20191017,1
3901,20190802,0
3902,20180208,0
3903,20190712,0
3904,20190516,0
3905,20190815,0
3906,20190419,0
3907,20190910,0
3908,20190625,0
3909,20191225,1
3910,20200112,0
3911,20180601,0
3912,20161025,0
3913,20170703,0
3914,20191213,0
3915,20190509,0
3916,20181226,0
3917,20190722,0
3918,20170527,0
3919,20170421,0
3920,20181224,0
3921,20190830,0
3922,20190515,0
3923,20190705,0
3924,20190614,0
3925,20190908,0
3926,20190423,0
3927,20190417,0
3928,20160325,0
3929,20190612,0
3930,20171205,0
3931,20190531,0
3932,20190610,0
3933,20170607,0
3934,20190506,0
3935,20190430,0
3936,20160308,0
3937,20160510,0
3938,20171207,0
3939,20190713,0
3940,20170330,0
3941,20190930,0
3942,20190120,1
3943,20161026,0
3944,20190614,0
3945,20190510,0
3946,20190825,0
3947,20170405,0
3948,20170207,0
3949,20190917,0
3950,20170324,0
3951,20190515,0
3952,20190617,0
3953,20190506,0
3954,20190918,0
3955,20190520,1
3956,20170721,0
3957,20190429,0
3958,20190628,0
3959,20171130,0
3960,20171120,0
3961,20191218,1
3962,20190429,0
3963,20180118,0
3964,20190710,0
3965,20190726,0
3966,20170717,0
3967,20151130,0
3968,20180623,0
3969,20151218,0
3970,20190520,0
3971,20190519,0
3972,20160321,0
3973,20190724,0
3974,20170930,0
3975,20190910,0
3976,20161221,0
3977,20190520,0
3978,20170608,0
3979,20190515,0
3980,20190910,0
3981,20160920,0
3982,20170627,0
3983,20160107,0
3984,20200117,0
3985,20170215,0
3986,20170401,0
3987,20160426,0
3988,20160625,0
3989,20190412,0
3990,20181208,0
3991,20190906,0
3992,20190613,0
3993,20190509,0
3994,20160114,0
3995,20171115,0
3996,20180613,0
3997,20170622,0
3998,20190902,0
3999,20180903,0
4000,20170310,0
4001,20190528,0
4002,20181011,0
4003,20171117,0
4004,20190717,0
4005,20190509,1
4006,20190607,0
4007,20190621,0
4008,20180508,0
4009,20161122,0
4010,20190430,0
4011,20181023,0
4012,20190428,0
4013,20190225,0
4014,20181024,0
4015,20190730,0
4016,20190228,0
4017,20190716,0
4018,20170411,0
4019,20190715,1
4020,20170707,0
4021,20180214,0
4022,20190123,0
4023,20190501,0
4024,20190619,0
4025,20190526,1
4026,20170929,0
4027,20180927,0
4028,20190603,0
4029,20160425,0
4030,20190825,0
4031,20170627,0
4032,20190709,0
4033,20180713,0
4034,20160715,0
4035,20180923,0
4036,20160512,0
4037,20190501,0
4038,20170227,0
4039,20171027,0
4040,20170802,0
4041,20190503,0
4042,20170511,0
4043,20190428,0
4044,20160829,0
4045,20190722,0
4046,20191011,0
4047,20181123,0
4048,20161213,0
4049,20190314,0
4050,20190610,0
4051,20190925,0
4052,20170511,0
4053,20191219,0
4054,20170614,0
4055,20190709,0
4056,20171128,0
4057,20190411,0
4058,20180729,0
4059,20190103,0
4060,20190614,1
4061,20180227,0
4062,20190702,0
4063,20190827,0
4064,20161229,0
4065,20190626,0
4066,20190424,0
4067,20190509,0
4068,20160614,0
4069,20170308,0
4070,20190219,0
4071,20190618,0
4072,20191219,0
4073,20180525,0
4074,20170821,0
4075,20160411,0
4076,20181031,0
4077,20190429,0
4078,20171116,0
4079,20191015,0
4080,20190911,1
4081,20180518,0
4082,20160829,0
4083,20190623,0
4084,20160914,0
4085,20160505,0
4086,20170908,0
4087,20190612,0
4088,20160216,0
4089,20180620,0
4090,20180125,0
4091,20190624,0
4092,20190724,0
4093,20190426,0
4094,20160719,0
4095,20190516,0
4096,20160713,0
4097,20190501,0
4098,20160620,0
4099,20190627,0
4100,20190310,0
4101,20190420,0
4102,20170117,0
4103,20190715,0
4104,20190226,0
4105,20191107,0
4106,20190607,0
4107,20190617,0
4108,20151217,0
4109,20191114,1
4110,20171011,0
4111,20190314,0
4112,20160712,0
4113,20180530,0
4114,20190806,0
4115,20190718,0
4116,20160202,0
4117,20160826,0
4118,20181112,1
4119,20170612,0
4120,20160629,0
4121,20190116,1
4122,20190907,0
4123,20190616,0
4124,20190713,0
4125,20160316,0
4126,20190721,0
4127,20190923,0
4128,20191121,0
4129,20190808,0
4130,20190906,0
4131,20160307,0
4132,20190817,0
4133,20180409,0
4134,20191010,0
4135,20181120,0
4136,20190515,0
4137,20171011,0
4138,20161216,0
4139,20180704,0
4140,20170829,0
4141,20191023,0
4142,20160926,0
4143,20190813,0
4144,20181023,0
4145,20191220,0
4146,20181210,0
4147,20190425,0
4148,20190502,0
4149,20170323,0
4150,20190618,0
4151,20160726,0
4152,20170801,0
4153,20170928,0
4154,20181220,0
4155,20170615,0
4156,20190505,0
4157,20190430,1
4158,20180209,0
4159,20190728,0
4160,20181202,0
4161,20170331,0
4162,20180115,0
4163,20191209,0
4164,20190304,0
4165,20190805,0
4166,20160519,0
4167,20170417,0
4168,20170628,0
4169,20190312,0
4170,20190509,0
4171,20190507,0
4172,20190516,0
4173,20180927,0
4174,20180313,0
4175,20190602,0
4176,20170720,0
4177,20160809,0
4178,20190929,0
4179,20190510,0
4180,20190524,0
4181,20190616,0
4182,20190910,0
4183,20190304,0
4184,20190428,0
4185,20160222,0
4186,20160420,0
4187,20190614,0
4188,20190124,0
4189,20181107,0
4190,20190618,1
4191,20160726,0
4192,20190416,1
4193,20190923,0
4194,20181022,0
4195,20190102,0
4196,20190715,1
4197,20190322,0
4198,20190530,0
4199,20171102,0
4200,20190615,0
4201,20161031,0
4202,20180927,0
4203,20190607,0
4204,20190509,0
4205,20170620,0
4206,20190306,0
4207,20160714,0
4208,20170712,0
4209,20190510,0
4210,20190419,0
4211,20190728,0
4212,20160616,0
4213,20180822,0
4214,20190603,0
4215,20190121,0
4216,20160606,0
4217,20190616,0
4218,20190716,0
4219,20180504,0
4220,20190423,0
4221,20171120,0
4222,20161121,0
4223,20190805,1
4224,20200116,0
4225,20170628,0
4226,20190528,0
4227,20181226,0
4228,20170627,0
4229,20151214,0
4230,20170905,0
4231,20181112,0
4232,20180123,0
4233,20190616,0
4234,20180109,0
4235,20171013,0
4236,20190505,0
4237,20191114,0
4238,20170828,0
4239,20190606,0
4240,20171215,0
4241,20160912,0
4242,20190115,0
4243,20171026,0
4244,20190607,0
4245,20160918,0
4246,20190509,0
4247,20171130,0
4248,20190510,0
4249,20190531,0
4250,20161228,0
4251,20181225,0
4252,20190712,0
4253,20170119,0
4254,20190519,0
4255,20190927,0
4256,20190102,0
4257,20180125,0
4258,20190506,0
4259,20190725,0
4260,20190805,1
4261,20190619,0
4262,20190507,0
4263,20160330,0
4264,20190819,0
4265,20190507,0
4266,20160711,0
4267,20180608,0
4268,20190911,0
4269,20190606,0
4270,20151210,0
4271,20190918,0
4272,20190503,0
4273,20190522,0
4274,20190820,0
4275,20171130,1
4276,20190112,0
4277,20190814,0
4278,20160525,0
4279,20170215,0
4280,20180619,0
4281,20170816,0
4282,20191212,0
4283,20170627,0
4284,20190616,0
4285,20170707,0
4286,20161215,0
4287,20160803,0
4288,20181008,0
4289,20181018,0
4290,20190612,1
4291,20190509,0
4292,20190321,0
4293,20191024,0
4294,20171205,0
4295,20160303,0
4296,20151216,0
4297,20180422,0
4298,20170615,0
4299,20190509,0
4300,20160115,0
4301,20190707,0
4302,20190614,0
4303,20170911,0
4304,20190529,1
4305,20190812,0
4306,20191004,0
4307,20191025,0
4308,20170629,0
4309,20171129,0
4310,20190329,0
4311,20160919,0
4312,20151214,0
4313,20190821,0
4314,20190427,0
4315,20190424,0
4316,20170613,0
4317,20180223,0
4318,20190802,0
4319,20190801,0
4320,20180404,0
4321,20170303,0
4322,20151230,0
4323,20170630,0
4324,20170315,0
4325,20180717,0
4326,20191126,0
4327,20190430,0
4328,20161210,0
4329,20170720,0
4330,20190809,0
4331,20160407,0
4332,20170213,0
4333,20160726,0
4334,20170215,0
4335,20151207,0
4336,20170731,0
4337,20180928,0
4338,20190401,0
4339,20190507,0
4340,20190603,0
4341,20160429,0
4342,20151130,0
4343,20190609,0
4344,20190429,0
4345,20181011,0
4346,20181207,0
4347,20190517,1
4348,20160422,0
4349,20180904,0
4350,20190116,0
4351,20190816,0
4352,20191101,0
4353,20160825,0
4354,20200115,0
4355,20190702,0
4356,20190715,0
4357,20190620,0
4358,20170511,0
4359,20190824,0
4360,20190613,0
4361,20190613,0
4362,20190615,0
4363,20171030,0
4364,20190919,0
4365,20190509,0
4366,20180206,0
4367,20190515,0
4368,20190820,0
4369,20190213,0
4370,20170418,0
4371,20190723,0
4372,20190703,1
4373,20190516,0
4374,20190505,0
4375,20191108,0
4376,20190615,0
4377,20180720,0
4378,20161028,0
4379,20170622,0
4380,20191126,0
4381,20160830,0
4382,20200110,0
4383,20160322,0
4384,20190609,0
4385,20190703,0
4386,20190426,0
4387,20191018,0
4388,20160126,0
4389,20160120,0
4390,20190916,0
4391,20171214,0
4392,20190428,0
4393,20160613,0
4394,20190814,0
4395,20190116,0
4396,20190621,1
4397,20190615,0
4398,20190615,0
4399,20160919,0
4400,20190614,0
4401,20190614,0
4402,20190529,0
4403,20181107,0
4404,20180321,0
4405,20181110,0
4406,20190730,0
4407,20181205,1
4408,20170328,0
4409,20181112,0
4410,20171128,0
4411,20190426,0
4412,20180418,0
4413,20190809,0
4414,20190506,0
4415,20151230,0
4416,20180425,0
4417,20190329,0
4418,20180826,0
4419,20190908,0
4420,20191021,0
4421,20190103,0
4422,20160923,0
4423,20170815,0
4424,20190531,0
4425,20170818,0
4426,20190430,0
4427,20190601,0
4428,20190614,0
4429,20180904,0
4430,20180223,0
4431,20190222,0
4432,20190327,0
4433,20190711,0
4434,20190515,1
4435,20190728,0
4436,20170928,0
4437,20190329,0
4438,20180530,0
4439,20190723,0
4440,20190520,0
4441,20170816,0
4442,20190623,0
4443,20190416,0
4444,20181229,1
4445,20190808,1
4446,20170329,0
4447,20161205,0
4448,20190903,0
4449,20181221,0
4450,20190705,0
4451,20190516,1
4452,20180423,0
4453,20190812,0
4454,20190806,0
4455,20170522,0
4456,20171027,0
4457,20190108,0
4458,20160128,0
4459,20190502,0
4460,20190614,0
4461,20171016,0
4462,20170328,0
4463,20190313,0
4464,20171013,0
4465,20180525,0
4466,20171024,0
4467,20190430,0
4468,20171201,0
4469,20151229,0
4470,20191209,0
4471,20180130,1
4472,20190627,0
4473,20151223,0
4474,20190513,0
4475,20160914,0
4476,20180605,0
4477,20171123,0
4478,20160914,0
4479,20190614,1
4480,20190823,1
4481,20190421,0
4482,20190613,0
4483,20190121,1
4484,20190704,0
4485,20190409,0
4486,20181019,1
4487,20190407,0
4488,20171129,0
4489,20160108,0
4490,20180704,0
4491,20191016,0
4492,20190728,0
4493,20190813,0
4494,20190711,0
4495,20171116,0
4496,20190107,0
4497,20190116,0
4498,20190627,0
4499,20190327,1
4500,20180614,0
4501,20171212,0
4502,20190717,1
4503,20170608,0
4504,20190516,1
4505,20190620,0
4506,20170124,0
4507,20171116,0
4508,20161103,0
4509,20190804,0
4510,20170608,0
4511,20190428,0
4512,20190718,0
4513,20190805,0
4514,20190929,1
4515,20170505,0
4516,20190506,0
4517,20180629,0
4518,20161122,0
4519,20160530,0
4520,20190813,0
4521,20180404,0
4522,20190904,0
4523,20180910,1
4524,20190527,0
4525,20191122,0
4526,20191209,0
4527,20190530,0
4528,20160406,0
4529,20180627,0
4530,20170906,0
4531,20170204,1
4532,20160823,0
4533,20190817,0
4534,20190517,0
