ACCOUNT,DAY_OPENED,Y_PRED
18481,20191106,
18482,20190825,
18483,20190505,
18484,20170929,
18485,20181218,
18486,20190730,
18487,20190429,
18488,20191204,
18489,20190608,
18490,20190904,
18491,20171130,
18492,20160224,
18493,20170327,
18494,20160114,
18495,20190620,
18496,20180307,
18497,20191226,
18498,20190822,
18499,20170710,
18500,20191122,
18501,20190423,
18502,20190827,
18503,20190426,
18504,20190624,
18505,20190506,
18506,20160509,
18507,20190723,
18508,20190604,
18509,20190130,
18510,20190813,
18511,20170524,
18512,20171117,
18513,20190615,
18514,20170830,
18515,20180214,
18516,20190516,
18517,20171102,
18518,20171013,
18519,20200217,
18520,20190731,
18521,20181025,
18522,20190522,
18523,20151201,
18524,20171114,
18525,20180615,
18526,20170724,
18527,20190321,
18528,20181106,
18529,20151228,
18530,20190708,
18531,20160518,
18532,20190613,
18533,20180313,
18534,20190510,
18535,20191003,
18536,20190102,
18537,20160405,
18538,20170228,
18539,20190227,
18540,20190724,
18541,20181107,
18542,20190611,
18543,20190131,
18544,20181228,
18545,20190715,
18546,20190718,
18547,20160420,
18548,20190813,
18549,20190722,
18550,20180105,
18551,20190429,
18552,20181011,
18553,20170509,
18554,20190226,
18555,20170717,
18556,20170623,
18557,20170323,
18558,20180917,
18559,20190805,
18560,20170616,
18561,20180518,
18562,20190125,
18563,20180115,
18564,20191016,
18565,20161026,
18566,20181218,
18567,20190615,
18568,20190503,
18569,20200109,
18570,20190719,
18571,20190603,
18572,20180508,
18573,20190907,
18574,20180426,
18575,20190202,
18576,20190627,
18577,20170321,
18578,20190712,
18579,20190901,
18580,20180829,
18581,20170807,
18582,20191104,
18583,20190815,
18584,20180823,
18585,20190511,
18586,20180913,
18587,20161226,
18588,20180906,
18589,20190516,
18590,20200102,
18591,20161222,
18592,20161025,
18593,20190919,
18594,20190516,
18595,20191021,
18596,20191012,
18597,20190317,
18598,20191120,
18599,20170731,
18600,20171127,
18601,20190514,
18602,20190118,
18603,20190516,
18604,20171121,
18605,20190722,
18606,20190329,
18607,20190615,
18608,20170308,
18609,20190725,
18610,20190614,
18611,20160912,
18612,20180320,
18613,20190425,
18614,20190328,
18615,20171020,
18616,20180705,
18617,20190908,
18618,20170925,
18619,20170919,
18620,20190819,
18621,20191112,
18622,20190426,
18623,20191009,
18624,20151217,
18625,20190928,
18626,20151201,
18627,20180928,
18628,20171025,
18629,20190923,
18630,20190523,
18631,20190311,
18632,20191111,
18633,20160225,
18634,20190510,
18635,20180202,
18636,20190802,
18637,20190604,
18638,20181010,
18639,20160603,
18640,20160908,
18641,20190812,
18642,20170707,
18643,20190505,
18644,20160524,
18645,20180228,
18646,20190724,
18647,20190225,
18648,20170330,
18649,20191016,
18650,20181026,
18651,20170809,
18652,20190426,
18653,20190816,
18654,20171205,
18655,20170914,
18656,20190528,
18657,20190725,
18658,20190513,
18659,20170817,
18660,20190816,
18661,20160725,
18662,20190822,
18663,20190902,
18664,20181024,
18665,20180807,
18666,20171213,
18667,20190702,
18668,20151203,
18669,20190826,
18670,20190604,
18671,20190712,
18672,20190908,
18673,20180710,
18674,20170629,
18675,20190916,
18676,20160920,
18677,20190711,
18678,20190618,
18679,20190711,
18680,20170607,
18681,20190606,
18682,20181029,
18683,20160624,
18684,20191115,
18685,20191012,
18686,20161028,
18687,20200110,
18688,20181206,
18689,20190227,
18690,20170428,
18691,20190722,
18692,20180613,
18693,20161221,
18694,20180109,
18695,20190419,
18696,20170123,
18697,20180730,
18698,20160625,
18699,20180104,
18700,20190701,
18701,20190726,
18702,20161214,
18703,20190706,
18704,20190428,
18705,20170621,
18706,20170425,
18707,20171101,
18708,20190128,
18709,20180131,
18710,20160512,
18711,20190510,
18712,20190929,
18713,20191025,
18714,20200117,
18715,20180621,
18716,20160601,
18717,20191212,
18718,20170426,
18719,20170222,
18720,20151228,
18721,20190701,
18722,20161017,
18723,20190615,
18724,20190322,
18725,20170621,
18726,20180224,
18727,20190828,
18728,20190517,
18729,20190812,
18730,20190426,
18731,20180105,
18732,20190506,
18733,20170725,
18734,20180410,
18735,20160926,
18736,20170317,
18737,20180516,
18738,20180913,
18739,20170515,
18740,20170203,
18741,20170908,
18742,20161123,
18743,20190508,
18744,20180612,
18745,20160718,
18746,20180530,
18747,20190521,
18748,20170809,
18749,20161017,
18750,20181109,
18751,20161222,
18752,20190614,
18753,20151208,
18754,20170616,
18755,20191231,
18756,20181213,
18757,20190505,
18758,20190306,
18759,20190618,
18760,20190412,
18761,20190108,
18762,20181225,
18763,20180111,
18764,20190503,
18765,20190515,
18766,20170914,
18767,20160618,
18768,20181228,
18769,20190507,
18770,20190806,
18771,20160804,
18772,20190723,
18773,20190429,
18774,20170725,
18775,20190121,
18776,20170325,
18777,20190826,
18778,20180719,
18779,20190605,
18780,20170217,
18781,20170823,
18782,20170620,
18783,20181214,
18784,20190430,
18785,20190823,
18786,20181126,
18787,20160701,
18788,20180730,
18789,20190505,
18790,20180525,
18791,20170223,
18792,20171124,
18793,20190515,
18794,20190910,
18795,20190723,
18796,20191024,
18797,20151214,
18798,20190705,
18799,20200120,
18800,20190608,
18801,20170120,
18802,20170227,
18803,20160229,
18804,20190417,
18805,20190318,
18806,20190530,
18807,20191118,
18808,20161213,
18809,20190809,
18810,20180510,
18811,20170814,
18812,20151217,
18813,20170929,
18814,20160223,
18815,20170921,
18816,20190615,
18817,20190516,
18818,20190111,
18819,20190622,
18820,20190110,
18821,20190601,
18822,20190620,
18823,20190505,
18824,20190723,
18825,20160505,
18826,20190601,
18827,20190806,
18828,20190515,
18829,20181010,
18830,20200120,
18831,20181106,
18832,20190502,
18833,20190510,
18834,20190504,
18835,20190801,
18836,20161114,
18837,20200227,
18838,20190710,
18839,20180126,
18840,20161109,
18841,20190128,
18842,20190830,
18843,20170223,
18844,20170607,
18845,20190812,
18846,20190726,
18847,20190814,
18848,20190808,
18849,20190926,
18850,20180807,
18851,20190416,
18852,20191120,
18853,20180713,
18854,20171213,
18855,20180925,
18856,20181214,
18857,20161018,
18858,20190510,
18859,20160816,
18860,20170608,
18861,20190717,
18862,20160420,
18863,20190428,
18864,20181211,
18865,20160506,
18866,20190503,
18867,20200113,
18868,20180702,
18869,20190813,
18870,20170221,
18871,20190612,
18872,20190812,
18873,20170704,
18874,20190312,
18875,20170830,
18876,20190825,
18877,20180727,
18878,20190404,
18879,20171125,
18880,20170710,
18881,20170407,
18882,20190429,
18883,20190124,
18884,20180302,
18885,20190810,
18886,20190924,
18887,20190715,
18888,20181206,
18889,20170405,
18890,20190717,
18891,20190502,
18892,20190403,
18893,20160921,
18894,20190414,
18895,20151230,
18896,20190919,
18897,20160122,
18898,20160519,
18899,20181130,
18900,20170714,
18901,20190803,
18902,20190614,
18903,20190528,
18904,20170418,
18905,20190828,
18906,20190615,
18907,20190115,
18908,20190502,
18909,20190516,
18910,20190827,
18911,20160831,
18912,20170329,
18913,20160504,
18914,20190130,
18915,20160511,
18916,20160401,
18917,20190409,
18918,20190417,
18919,20180615,
18920,20190426,
18921,20200109,
18922,20190611,
18923,20180921,
18924,20191227,
18925,20180314,
18926,20190521,
18927,20180419,
18928,20190805,
18929,20200224,
18930,20190505,
18931,20190624,
18932,20191016,
18933,20191017,
18934,20190629,
18935,20160826,
18936,20190103,
18937,20190426,
18938,20190612,
18939,20180109,
18940,20171113,
18941,20170821,
18942,20190128,
18943,20190320,
18944,20160817,
18945,20190626,
18946,20171031,
18947,20170913,
18948,20181010,
18949,20191012,
18950,20180907,
18951,20171228,
18952,20190509,
18953,20190712,
18954,20190721,
18955,20171225,
18956,20180927,
18957,20190616,
18958,20171213,
18959,20190729,
18960,20160104,
18961,20190419,
18962,20170824,
18963,20180105,
18964,20190617,
18965,20190103,
18966,20161228,
18967,20160512,
18968,20170407,
18969,20170928,
18970,20181122,
18971,20190828,
18972,20190426,
18973,20160705,
18974,20190618,
18975,20190725,
18976,20160625,
18977,20160722,
18978,20160719,
18979,20190826,
18980,20161026,
18981,20181026,
18982,20160922,
18983,20190829,
18984,20181108,
18985,20160114,
18986,20170223,
18987,20170707,
18988,20190729,
18989,20180108,
18990,20191024,
18991,20180724,
18992,20190428,
18993,20190618,
18994,20190430,
18995,20180830,
18996,20190216,
18997,20190428,
18998,20190901,
18999,20190102,
19000,20190515,
19001,20160421,
19002,20181116,
19003,20180426,
19004,20190429,
19005,20190905,
19006,20160922,
19007,20190813,
19008,20190412,
19009,20160125,
19010,20190505,
19011,20190604,
19012,20180907,
19013,20171106,
19014,20160420,
19015,20191021,
19016,20171101,
19017,20171018,
19018,20190718,
19019,20180711,
19020,20151211,
19021,20190510,
19022,20171120,
19023,20151130,
19024,20171024,
19025,20190628,
19026,20190823,
19027,20200114,
19028,20160617,
19029,20151208,
19030,20190611,
19031,20190520,
19032,20170228,
19033,20190617,
19034,20190509,
19035,20171027,
19036,20191030,
19037,20190802,
19038,20190712,
19039,20190505,
19040,20190627,
19041,20190925,
19042,20190504,
19043,20170509,
19044,20170814,
19045,20190910,
19046,20190515,
19047,20190503,
19048,20171031,
19049,20181024,
19050,20190516,
19051,20170510,
19052,20190822,
19053,20190311,
19054,20180115,
19055,20180723,
19056,20190426,
19057,20190506,
19058,20170912,
19059,20180820,
19060,20190505,
19061,20190720,
19062,20170626,
19063,20180920,
19064,20171031,
19065,20180423,
19066,20190924,
19067,20190526,
19068,20180725,
19069,20170718,
19070,20181030,
19071,20190717,
19072,20190514,
19073,20190801,
19074,20160622,
19075,20160811,
19076,20190422,
19077,20170328,
19078,20181214,
19079,20170311,
19080,20191031,
19081,20161222,
19082,20190517,
19083,20190826,
19084,20190617,
19085,20190502,
19086,20170606,
19087,20170517,
19088,20190516,
19089,20190906,
19090,20190618,
19091,20190328,
19092,20180726,
19093,20190605,
19094,20190719,
19095,20190918,
19096,20151214,
19097,20171201,
19098,20190507,
19099,20180919,
19100,20170714,
19101,20190718,
19102,20190905,
19103,20171124,
19104,20190720,
19105,20190626,
19106,20190701,
19107,20170327,
19108,20190618,
19109,20180731,
19110,20181221,
19111,20180930,
19112,20160125,
19113,20190226,
19114,20161028,
19115,20181218,
19116,20190509,
19117,20191001,
19118,20190628,
19119,20170505,
19120,20190603,
19121,20160414,
19122,20190723,
19123,20160126,
19124,20171225,
19125,20190602,
19126,20190505,
19127,20160906,
19128,20190311,
19129,20190703,
19130,20190703,
19131,20190329,
19132,20190617,
19133,20180316,
19134,20180113,
19135,20190315,
19136,20190506,
19137,20151216,
19138,20180929,
19139,20190819,
19140,20190615,
19141,20190611,
19142,20190419,
19143,20190616,
19144,20190521,
19145,20170320,
19146,20181015,
19147,20190523,
19148,20190624,
19149,20190621,
19150,20190329,
19151,20190429,
19152,20160720,
19153,20170228,
19154,20190329,
19155,20180319,
19156,20161101,
19157,20181109,
19158,20190803,
19159,20190520,
19160,20190717,
19161,20190416,
19162,20180316,
19163,20170321,
19164,20160728,
19165,20191031,
19166,20190218,
19167,20190718,
19168,20191122,
19169,20160624,
19170,20170921,
19171,20170906,
19172,20171201,
19173,20191115,
19174,20190819,
19175,20151218,
19176,20181108,
19177,20190516,
19178,20170815,
19179,20171030,
19180,20190430,
19181,20180419,
19182,20181112,
19183,20180625,
19184,20190824,
19185,20190605,
19186,20190728,
19187,20190605,
19188,20190614,
19189,20180809,
19190,20181216,
19191,20190716,
19192,20151217,
19193,20171031,
19194,20190808,
19195,20151207,
19196,20191206,
19197,20190730,
19198,20190913,
19199,20190610,
19200,20190429,
19201,20190616,
19202,20151216,
19203,20180528,
19204,20190403,
19205,20180927,
19206,20191120,
19207,20190618,
19208,20190614,
19209,20190616,
19210,20190703,
19211,20190728,
19212,20171115,
19213,20190716,
19214,20171018,
19215,20190429,
19216,20190925,
19217,20190604,
19218,20190628,
19219,20151228,
19220,20190716,
19221,20161012,
19222,20190718,
19223,20190614,
19224,20181017,
19225,20190817,
19226,20180627,
19227,20161121,
19228,20170227,
19229,20190725,
19230,20190515,
19231,20170623,
19232,20190115,
19233,20170929,
19234,20190730,
19235,20171129,
19236,20190816,
19237,20190104,
19238,20190509,
19239,20191128,
19240,20190614,
19241,20190709,
19242,20190830,
19243,20180727,
19244,20190621,
19245,20160918,
19246,20190618,
19247,20190509,
19248,20170411,
19249,20190723,
19250,20160331,
19251,20180419,
19252,20190428,
19253,20190803,
19254,20180214,
19255,20160804,
19256,20190920,
19257,20190904,
19258,20180912,
19259,20190717,
19260,20151224,
19261,20170801,
19262,20170920,
19263,20190612,
19264,20190822,
19265,20170509,
19266,20180927,
19267,20190816,
19268,20170804,
19269,20190509,
19270,20170324,
19271,20160920,
19272,20190515,
19273,20190311,
19274,20170608,
19275,20190620,
19276,20160407,
19277,20160818,
19278,20190813,
19279,20190705,
19280,20180825,
19281,20191228,
19282,20181029,
19283,20190428,
19284,20160616,
19285,20190515,
19286,20180601,
19287,20190415,
19288,20191224,
19289,20171122,
19290,20171214,
19291,20161031,
19292,20200116,
19293,20161102,
19294,20190422,
19295,20190619,
19296,20190823,
19297,20180927,
19298,20160921,
19299,20190415,
19300,20190925,
19301,20191227,
19302,20190615,
19303,20161214,
19304,20190528,
19305,20171220,
19306,20190516,
19307,20160927,
19308,20170731,
19309,20191212,
19310,20190102,
19311,20190716,
19312,20190517,
19313,20190613,
19314,20161219,
19315,20190622,
19316,20190424,
19317,20151127,
19318,20161123,
19319,20190618,
19320,20190423,
19321,20160505,
19322,20190725,
19323,20190413,
19324,20191106,
19325,20190510,
19326,20190430,
19327,20161215,
19328,20161222,
19329,20180222,
19330,20190426,
19331,20170327,
19332,20200123,
19333,20190614,
19334,20191019,
19335,20170228,
19336,20170221,
19337,20181025,
19338,20190823,
19339,20190723,
19340,20190409,
19341,20190804,
19342,20171213,
19343,20190505,
19344,20190507,
19345,20171011,
19346,20181210,
19347,20170321,
19348,20170619,
19349,20190625,
19350,20190929,
19351,20181221,
19352,20171120,
19353,20181119,
19354,20190623,
19355,20160322,
19356,20160901,
19357,20180525,
19358,20190903,
19359,20181127,
19360,20190515,
19361,20181218,
19362,20190614,
19363,20190429,
19364,20190616,
19365,20190614,
19366,20190122,
19367,20190627,
19368,20180222,
19369,20190725,
19370,20171010,
19371,20181022,
19372,20190523,
19373,20170401,
19374,20181211,
19375,20190520,
19376,20180623,
19377,20191011,
19378,20181123,
19379,20190214,
19380,20180613,
19381,20151225,
19382,20170612,
19383,20170419,
19384,20190215,
19385,20190428,
19386,20160413,
19387,20180416,
19388,20170814,
19389,20170401,
19390,20190723,
19391,20171030,
19392,20190516,
19393,20190805,
19394,20190807,
19395,20190315,
19396,20190422,
19397,20161027,
19398,20181107,
19399,20190603,
19400,20161010,
19401,20181206,
19402,20160511,
19403,20180925,
19404,20190604,
19405,20190419,
19406,20181109,
19407,20170707,
19408,20190419,
19409,20160831,
19410,20180731,
19411,20171128,
19412,20190605,
19413,20190510,
19414,20171010,
19415,20190620,
19416,20190510,
19417,20190311,
19418,20190607,
19419,20190724,
19420,20190313,
19421,20190329,
19422,20170308,
19423,20190627,
19424,20190428,
19425,20180125,
19426,20190819,
19427,20170823,
19428,20190722,
19429,20190515,
19430,20190429,
19431,20190926,
19432,20170106,
19433,20180309,
19434,20190509,
19435,20171124,
19436,20190527,
19437,20190815,
19438,20190715,
19439,20190919,
19440,20190604,
19441,20160929,
19442,20160907,
19443,20190422,
19444,20190329,
19445,20190519,
19446,20191024,
19447,20171027,
19448,20190924,
19449,20190515,
19450,20181217,
19451,20160122,
19452,20160216,
19453,20161202,
19454,20151225,
19455,20190730,
19456,20180927,
19457,20190618,
19458,20170609,
19459,20190524,
19460,20190615,
19461,20190817,
19462,20190516,
19463,20190505,
19464,20180723,
19465,20191017,
19466,20191016,
19467,20190829,
19468,20190710,
19469,20190828,
19470,20161101,
19471,20190515,
19472,20170412,
19473,20181023,
19474,20190609,
19475,20190425,
19476,20160705,
19477,20190625,
19478,20170303,
19479,20190816,
19480,20171102,
19481,20191018,
19482,20180123,
19483,20190505,
19484,20170809,
19485,20161013,
19486,20190520,
19487,20170616,
19488,20190620,
19489,20190311,
19490,20170324,
19491,20190823,
19492,20191125,
19493,20181110,
19494,20170718,
19495,20190328,
19496,20170523,
19497,20181224,
19498,20161128,
19499,20190906,
19500,20160728,
19501,20190611,
19502,20190115,
19503,20170424,
19504,20191120,
19505,20191202,
19506,20190709,
19507,20190105,
19508,20190807,
19509,20170704,
19510,20180314,
19511,20170914,
19512,20161018,
19513,20170623,
19514,20180928,
19515,20190920,
19516,20191209,
19517,20160728,
19518,20180131,
19519,20160727,
19520,20180422,
19521,20190720,
19522,20190821,
19523,20170620,
19524,20160823,
19525,20190704,
19526,20190531,
19527,20190715,
19528,20180206,
19529,20171219,
19530,20151210,
19531,20190112,
19532,20170817,
19533,20190812,
19534,20190516,
19535,20181022,
19536,20190616,
19537,20170322,
19538,20200103,
19539,20171122,
19540,20180719,
19541,20190711,
19542,20190621,
19543,20190724,
19544,20170605,
19545,20160422,
19546,20190804,
19547,20190614,
19548,20190807,
19549,20190506,
19550,20190722,
19551,20161019,
19552,20181225,
19553,20171124,
19554,20170829,
19555,20190412,
19556,20190626,
19557,20190430,
19558,20190903,
19559,20190507,
19560,20160523,
19561,20190509,
19562,20191212,
19563,20190510,
19564,20190504,
19565,20151211,
19566,20170106,
19567,20190611,
19568,20180428,
19569,20171010,
19570,20190428,
19571,20151221,
19572,20190614,
19573,20160527,
19574,20190820,
19575,20161222,
19576,20190715,
19577,20160506,
19578,20190603,
19579,20191020,
19580,20191028,
19581,20160912,
19582,20190809,
19583,20160624,
19584,20160607,
19585,20190924,
19586,20190626,
19587,20190601,
19588,20160115,
19589,20191013,
19590,20151221,
19591,20170821,
19592,20191022,
19593,20190619,
19594,20191223,
19595,20170630,
19596,20190725,
19597,20190614,
19598,20180826,
19599,20190430,
19600,20170804,
19601,20171128,
19602,20190815,
19603,20190617,
19604,20190409,
19605,20190903,
19606,20190616,
19607,20190723,
19608,20180921,
19609,20191204,
19610,20190617,
19611,20190513,
19612,20160719,
19613,20190504,
19614,20161201,
19615,20160509,
19616,20190305,
19617,20181016,
19618,20160706,
19619,20190914,
19620,20191218,
19621,20190430,
19622,20170829,
19623,20190530,
19624,20191018,
19625,20170301,
19626,20190430,
19627,20190528,
19628,20190520,
19629,20181205,
19630,20190923,
19631,20190807,
19632,20160224,
19633,20170519,
19634,20181204,
19635,20190625,
19636,20190311,
19637,20180814,
19638,20190415,
19639,20190608,
19640,20190705,
19641,20170309,
19642,20170927,
19643,20160218,
19644,20180402,
19645,20160808,
19646,20191212,
19647,20160920,
19648,20190704,
19649,20160819,
19650,20190520,
19651,20160530,
19652,20190130,
19653,20190421,
19654,20180321,
19655,20161219,
19656,20190403,
19657,20190114,
19658,20190525,
19659,20161021,
19660,20190627,
19661,20170919,
19662,20190228,
19663,20170908,
19664,20190515,
19665,20190924,
19666,20170705,
19667,20190627,
19668,20190718,
19669,20191005,
19670,20170510,
19671,20190617,
19672,20190628,
19673,20190710,
19674,20190506,
19675,20180923,
19676,20170929,
19677,20180104,
19678,20160627,
19679,20170623,
19680,20170511,
19681,20190401,
19682,20190505,
19683,20190507,
19684,20161229,
19685,20190109,
19686,20190509,
19687,20170915,
19688,20190504,
19689,20170328,
19690,20181029,
19691,20181124,
19692,20190926,
19693,20151229,
19694,20190529,
19695,20190702,
19696,20190710,
19697,20180207,
19698,20161121,
19699,20171023,
19700,20190711,
19701,20190823,
19702,20170817,
19703,20181109,
19704,20180524,
19705,20170220,
19706,20190720,
19707,20190603,
19708,20160714,
19709,20190505,
19710,20161215,
19711,20160803,
19712,20170110,
19713,20190507,
19714,20190611,
19715,20181224,
19716,20190719,
19717,20160728,
19718,20190824,
19719,20160226,
19720,20190329,
19721,20160811,
19722,20190320,
19723,20190419,
19724,20190811,
19725,20190612,
19726,20190930,
19727,20180110,
19728,20160510,
19729,20171013,
19730,20160513,
19731,20190522,
19732,20180605,
19733,20190913,
19734,20190301,
19735,20170419,
19736,20191203,
19737,20180828,
19738,20180808,
19739,20170510,
19740,20180829,
19741,20170606,
19742,20180306,
19743,20190813,
19744,20190904,
19745,20170616,
19746,20190721,
19747,20161013,
19748,20181124,
19749,20170613,
19750,20181030,
19751,20190704,
19752,20190804,
19753,20180620,
19754,20190726,
19755,20180323,
19756,20160513,
19757,20170123,
19758,20190419,
19759,20180608,
19760,20181112,
19761,20160701,
19762,20190304,
19763,20171106,
19764,20180413,
19765,20190523,
19766,20190315,
19767,20190428,
19768,20190429,
19769,20190329,
19770,20190822,
19771,20180425,
19772,20180522,
19773,20190503,
19774,20180328,
19775,20151229,
19776,20160418,
19777,20160918,
19778,20191127,
19779,20160421,
19780,20181212,
19781,20170313,
19782,20180605,
19783,20181010,
19784,20190219,
19785,20170915,
19786,20191017,
19787,20190418,
19788,20160811,
19789,20180528,
19790,20190926,
19791,20181207,
19792,20160608,
19793,20160811,
19794,20190819,
19795,20180613,
19796,20180929,
19797,20190510,
19798,20180511,
19799,20160811,
19800,20171114,
19801,20190822,
19802,20161108,
19803,20190731,
19804,20190615,
19805,20180503,
19806,20151207,
19807,20160628,
19808,20170321,
19809,20170704,
19810,20171017,
19811,20160826,
19812,20190502,
19813,20170612,
19814,20161215,
19815,20180725,
19816,20161027,
19817,20170109,
19818,20190614,
19819,20190403,
19820,20190730,
19821,20190502,
19822,20170720,
19823,20160520,
19824,20190429,
19825,20190823,
19826,20180914,
19827,20170310,
19828,20160922,
19829,20170918,
19830,20190712,
19831,20190111,
19832,20160126,
19833,20190823,
19834,20191012,
19835,20170406,
19836,20151215,
19837,20180720,
19838,20151210,
19839,20190904,
19840,20160908,
19841,20190529,
19842,20160408,
19843,20171117,
19844,20161230,
19845,20151214,
19846,20190703,
19847,20170929,
19848,20170607,
19849,20191031,
19850,20160815,
19851,20190510,
19852,20190610,
19853,20190628,
19854,20160912,
19855,20190821,
19856,20191108,
19857,20190421,
19858,20170621,
19859,20170704,
19860,20170327,
19861,20170829,
19862,20191014,
19863,20160104,
19864,20191217,
19865,20190107,
19866,20191219,
19867,20190428,
19868,20190429,
19869,20191213,
19870,20170714,
19871,20190906,
19872,20190609,
19873,20180531,
19874,20190703,
19875,20180926,
19876,20190802,
19877,20190715,
19878,20190412,
19879,20190607,
19880,20190227,
19881,20180928,
19882,20160420,
19883,20190402,
19884,20190521,
19885,20160627,
19886,20160902,
19887,20170809,
19888,20190703,
19889,20190515,
19890,20190507,
19891,20160810,
19892,20190912,
19893,20181017,
19894,20190624,
19895,20190103,
19896,20170707,
19897,20181029,
19898,20190507,
19899,20190728,
19900,20190429,
19901,20180112,
19902,20190507,
19903,20160418,
19904,20200113,
19905,20160420,
19906,20190525,
19907,20161028,
19908,20190319,
19909,20170817,
19910,20170227,
19911,20170613,
19912,20190720,
19913,20190622,
19914,20190803,
19915,20190724,
19916,20190610,
19917,20160719,
19918,20191024,
19919,20180525,
19920,20180625,
19921,20190818,
19922,20181109,
19923,20171128,
19924,20180131,
19925,20190110,
19926,20190724,
19927,20170814,
19928,20180727,
19929,20180508,
19930,20190505,
19931,20181011,
19932,20180713,
19933,20191125,
19934,20171127,
19935,20190505,
19936,20190621,
19937,20191115,
19938,20190530,
19939,20170724,
19940,20191112,
19941,20180713,
19942,20190829,
19943,20161230,
19944,20181024,
19945,20181018,
19946,20171020,
19947,20171220,
19948,20190627,
19949,20170525,
19950,20190917,
19951,20181031,
19952,20161017,
19953,20160603,
19954,20170306,
19955,20190329,
19956,20190709,
19957,20190613,
19958,20190515,
19959,20160930,
19960,20161102,
19961,20190212,
19962,20181121,
19963,20170606,
19964,20171108,
19965,20190313,
19966,20190328,
19967,20190312,
19968,20180606,
19969,20190304,
19970,20190829,
19971,20191016,
19972,20160721,
19973,20170626,
19974,20180425,
19975,20161202,
19976,20190713,
19977,20170822,
19978,20190726,
19979,20170515,
19980,20171117,
19981,20190510,
19982,20190728,
19983,20190822,
19984,20160215,
19985,20170814,
19986,20190611,
19987,20190726,
19988,20180912,
19989,20190630,
19990,20190518,
19991,20190630,
19992,20190728,
19993,20180824,
19994,20190516,
19995,20190712,
19996,20190425,
19997,20190627,
19998,20181207,
19999,20190616,
