ACCOUNT,DAY_OPENED,Y_PRED
16734,20161103,
16735,20190521,
16736,20180906,
16737,20190522,
16738,20190626,
16739,20161212,
16740,20190506,
16741,20180108,
16742,20170627,
16743,20190917,
16744,20190328,
16745,20171122,
16746,20190710,
16747,20190412,
16748,20190507,
16749,20180309,
16750,20190503,
16751,20190329,
16752,20190516,
16753,20190112,
16754,20190616,
16755,20190930,
16756,20181029,
16757,20190515,
16758,20180904,
16759,20190313,
16760,20190615,
16761,20190510,
16762,20160630,
16763,20200103,
16764,20171115,
16765,20180423,
16766,20180816,
16767,20190720,
16768,20190725,
16769,20190605,
16770,20190124,
16771,20190725,
16772,20190507,
16773,20190609,
16774,20191226,
16775,20190510,
16776,20180808,
16777,20160511,
16778,20191020,
16779,20190701,
16780,20180725,
16781,20190531,
16782,20190130,
16783,20190718,
16784,20190506,
16785,20170526,
16786,20190812,
16787,20190322,
16788,20190422,
16789,20171031,
16790,20170922,
16791,20190815,
16792,20190418,
16793,20190730,
16794,20151208,
16795,20151210,
16796,20180316,
16797,20190617,
16798,20170615,
16799,20190602,
16800,20170508,
16801,20190711,
16802,20190516,
16803,20180806,
16804,20180509,
16805,20180530,
16806,20190521,
16807,20161214,
16808,20151201,
16809,20190411,
16810,20160314,
16811,20170926,
16812,20160427,
16813,20190402,
16814,20190426,
16815,20190525,
16816,20191105,
16817,20171012,
16818,20160114,
16819,20160929,
16820,20190502,
16821,20190619,
16822,20190518,
16823,20160815,
16824,20180912,
16825,20190115,
16826,20170531,
16827,20170118,
16828,20190626,
16829,20181228,
16830,20180731,
16831,20190617,
16832,20190814,
16833,20190806,
16834,20190801,
16835,20190803,
16836,20170330,
16837,20190520,
16838,20190803,
16839,20181106,
16840,20160629,
16841,20190328,
16842,20180130,
16843,20151229,
16844,20180315,
16845,20190515,
16846,20180428,
16847,20180920,
16848,20181021,
16849,20160629,
16850,20190730,
16851,20190702,
16852,20180202,
16853,20190130,
16854,20190722,
16855,20160721,
16856,20190916,
16857,20190416,
16858,20161209,
16859,20190611,
16860,20181109,
16861,20190917,
16862,20170830,
16863,20151216,
16864,20180905,
16865,20190530,
16866,20190301,
16867,20190828,
16868,20190509,
16869,20190429,
16870,20190118,
16871,20161020,
16872,20160218,
16873,20190313,
16874,20190506,
16875,20170908,
16876,20190520,
16877,20191017,
16878,20190906,
16879,20160818,
16880,20190608,
16881,20190417,
16882,20170324,
16883,20170919,
16884,20190827,
16885,20190625,
16886,20190328,
16887,20170905,
16888,20180623,
16889,20190521,
16890,20170719,
16891,20190507,
16892,20181108,
16893,20190729,
16894,20190428,
16895,20151224,
16896,20181110,
16897,20170508,
16898,20170407,
16899,20190730,
16900,20190311,
16901,20190517,
16902,20190725,
16903,20190712,
16904,20190726,
16905,20160223,
16906,20160907,
16907,20190730,
16908,20190614,
16909,20190830,
16910,20191111,
16911,20190510,
16912,20200115,
16913,20190731,
16914,20171025,
16915,20160712,
16916,20181013,
16917,20160725,
16918,20190404,
16919,20190417,
16920,20180724,
16921,20190510,
16922,20190219,
16923,20161128,
16924,20190503,
16925,20190901,
16926,20180118,
16927,20160930,
16928,20190313,
16929,20190416,
16930,20190113,
16931,20190802,
16932,20190725,
16933,20170626,
16934,20180126,
16935,20190221,
16936,20190523,
16937,20190422,
16938,20170922,
16939,20181011,
16940,20190425,
16941,20180621,
16942,20190708,
16943,20190725,
16944,20170320,
16945,20160624,
16946,20200107,
16947,20190809,
16948,20180927,
16949,20190719,
16950,20190821,
16951,20190426,
16952,20190510,
16953,20180207,
16954,20171130,
16955,20160618,
16956,20190821,
16957,20160224,
16958,20170807,
16959,20190802,
16960,20160907,
16961,20171122,
16962,20190528,
16963,20161026,
16964,20190502,
16965,20171016,
16966,20170704,
16967,20190829,
16968,20190712,
16969,20190822,
16970,20171228,
16971,20191028,
16972,20171129,
16973,20190609,
16974,20180823,
16975,20190604,
16976,20190510,
16977,20190603,
16978,20190507,
16979,20180923,
16980,20190816,
16981,20170410,
16982,20190516,
16983,20191113,
16984,20170210,
16985,20190605,
16986,20190615,
16987,20170213,
16988,20190712,
16989,20190728,
16990,20190821,
16991,20190428,
16992,20171208,
16993,20181220,
16994,20180815,
16995,20181211,
16996,20190627,
16997,20181105,
16998,20180702,
16999,20190916,
17000,20190812,
17001,20160707,
17002,20170124,
17003,20190731,
17004,20190315,
17005,20190926,
17006,20191115,
17007,20190731,
17008,20190610,
17009,20190719,
17010,20191111,
17011,20190114,
17012,20181109,
17013,20191203,
17014,20190618,
17015,20180628,
17016,20190519,
17017,20160815,
17018,20190726,
17019,20180115,
17020,20190422,
17021,20190604,
17022,20160818,
17023,20171207,
17024,20190415,
17025,20190703,
17026,20170228,
17027,20191101,
17028,20190218,
17029,20190911,
17030,20171027,
17031,20180326,
17032,20190829,
17033,20190726,
17034,20161212,
17035,20171130,
17036,20190617,
17037,20180717,
17038,20190820,
17039,20160728,
17040,20190509,
17041,20190913,
17042,20170109,
17043,20190513,
17044,20200113,
17045,20190325,
17046,20160527,
17047,20181204,
17048,20180301,
17049,20180808,
17050,20191013,
17051,20190115,
17052,20190319,
17053,20180626,
17054,20190617,
17055,20190510,
17056,20160204,
17057,20161209,
17058,20190505,
17059,20190315,
17060,20180829,
17061,20190811,
17062,20170623,
17063,20180815,
17064,20160104,
17065,20181015,
17066,20161031,
17067,20171201,
17068,20190516,
17069,20190430,
17070,20190625,
17071,20170413,
17072,20190529,
17073,20160930,
17074,20190414,
17075,20181218,
17076,20151217,
17077,20190104,
17078,20191231,
17079,20190823,
17080,20190615,
17081,20181221,
17082,20190809,
17083,20191115,
17084,20190726,
17085,20180917,
17086,20190611,
17087,20190407,
17088,20190521,
17089,20180831,
17090,20160927,
17091,20190422,
17092,20190829,
17093,20190726,
17094,20180214,
17095,20161121,
17096,20160707,
17097,20181025,
17098,20180125,
17099,20190517,
17100,20190506,
17101,20171013,
17102,20181110,
17103,20190721,
17104,20180417,
17105,20180314,
17106,20160620,
17107,20180820,
17108,20151214,
17109,20180222,
17110,20160719,
17111,20170726,
17112,20191017,
17113,20190622,
17114,20190926,
17115,20151214,
17116,20190327,
17117,20170329,
17118,20180206,
17119,20190729,
17120,20190910,
17121,20170425,
17122,20171115,
17123,20161222,
17124,20190504,
17125,20180724,
17126,20190505,
17127,20190429,
17128,20170728,
17129,20160707,
17130,20190806,
17131,20180102,
17132,20160826,
17133,20190315,
17134,20170607,
17135,20170610,
17136,20151216,
17137,20191017,
17138,20170605,
17139,20190606,
17140,20190327,
17141,20190104,
17142,20190604,
17143,20160620,
17144,20171117,
17145,20180731,
17146,20170306,
17147,20190724,
17148,20180705,
17149,20170919,
17150,20190421,
17151,20190311,
17152,20191017,
17153,20190509,
17154,20170324,
17155,20191029,
17156,20170412,
17157,20190620,
17158,20170920,
17159,20160630,
17160,20190906,
17161,20180929,
17162,20171213,
17163,20190820,
17164,20190516,
17165,20151204,
17166,20161009,
17167,20181212,
17168,20190627,
17169,20190314,
17170,20171115,
17171,20170119,
17172,20190506,
17173,20190712,
17174,20180201,
17175,20161222,
17176,20180803,
17177,20190910,
17178,20160824,
17179,20190507,
17180,20180126,
17181,20190423,
17182,20190613,
17183,20190401,
17184,20170316,
17185,20190510,
17186,20181102,
17187,20160831,
17188,20171102,
17189,20190618,
17190,20190627,
17191,20190808,
17192,20190509,
17193,20171123,
17194,20160826,
17195,20190717,
17196,20190507,
17197,20190722,
17198,20170920,
17199,20160928,
17200,20190615,
17201,20190729,
17202,20181015,
17203,20190715,
17204,20180206,
17205,20190822,
17206,20190509,
17207,20190518,
17208,20190615,
17209,20190806,
17210,20190712,
17211,20190125,
17212,20190427,
17213,20170925,
17214,20161130,
17215,20190802,
17216,20190110,
17217,20160426,
17218,20180925,
17219,20190730,
17220,20170628,
17221,20190709,
17222,20180729,
17223,20161205,
17224,20160408,
17225,20190506,
17226,20190611,
17227,20190118,
17228,20181203,
17229,20190514,
17230,20190329,
17231,20190714,
17232,20170608,
17233,20190430,
17234,20161031,
17235,20190328,
17236,20190402,
17237,20190515,
17238,20190314,
17239,20190705,
17240,20180814,
17241,20170425,
17242,20190720,
17243,20190616,
17244,20190510,
17245,20180623,
17246,20190804,
17247,20190624,
17248,20180429,
17249,20171031,
17250,20190825,
17251,20190109,
17252,20190905,
17253,20170828,
17254,20160830,
17255,20180319,
17256,20160624,
17257,20190601,
17258,20171129,
17259,20181008,
17260,20190212,
17261,20190430,
17262,20160617,
17263,20190823,
17264,20190504,
17265,20180615,
17266,20170318,
17267,20190329,
17268,20190606,
17269,20170111,
17270,20190725,
17271,20170911,
17272,20171013,
17273,20171025,
17274,20190506,
17275,20160831,
17276,20190509,
17277,20181112,
17278,20161115,
17279,20191004,
17280,20190124,
17281,20180625,
17282,20160831,
17283,20190421,
17284,20190313,
17285,20190510,
17286,20180510,
17287,20170720,
17288,20170207,
17289,20191112,
17290,20190111,
17291,20190615,
17292,20181011,
17293,20190614,
17294,20190419,
17295,20171009,
17296,20190708,
17297,20190516,
17298,20160907,
17299,20160331,
17300,20190307,
17301,20170619,
17302,20181221,
17303,20190318,
17304,20190713,
17305,20190130,
17306,20151221,
17307,20180125,
17308,20190515,
17309,20190718,
17310,20190510,
17311,20161207,
17312,20181215,
17313,20180108,
17314,20190509,
17315,20190722,
17316,20161110,
17317,20181221,
17318,20170412,
17319,20190726,
17320,20190804,
17321,20170330,
17322,20180124,
17323,20190425,
17324,20190303,
17325,20160511,
17326,20151210,
17327,20190529,
17328,20160510,
17329,20190517,
17330,20190704,
17331,20190828,
17332,20190505,
17333,20190329,
17334,20180517,
17335,20170725,
17336,20190617,
17337,20191213,
17338,20170925,
17339,20190128,
17340,20200103,
17341,20190902,
17342,20181125,
17343,20190705,
17344,20190428,
17345,20190606,
17346,20190304,
17347,20170630,
17348,20180117,
17349,20171009,
17350,20190615,
17351,20190729,
17352,20190611,
17353,20190815,
17354,20191228,
17355,20160816,
17356,20190311,
17357,20190731,
17358,20190910,
17359,20160411,
17360,20191023,
17361,20190722,
17362,20191128,
17363,20190721,
17364,20190325,
17365,20190703,
17366,20180104,
17367,20190620,
17368,20190804,
17369,20180820,
17370,20190712,
17371,20190620,
17372,20190621,
17373,20190728,
17374,20190724,
17375,20170703,
17376,20190610,
17377,20190505,
17378,20160922,
17379,20190716,
17380,20190709,
17381,20191021,
17382,20200116,
17383,20190904,
17384,20190506,
17385,20191025,
17386,20160317,
17387,20200226,
17388,20190924,
17389,20160704,
17390,20180808,
17391,20191017,
17392,20191105,
17393,20180919,
17394,20170518,
17395,20190701,
17396,20180121,
17397,20160817,
17398,20181026,
17399,20190715,
17400,20170322,
17401,20160927,
17402,20190615,
17403,20180523,
17404,20190615,
17405,20191122,
17406,20171218,
17407,20190628,
17408,20181206,
17409,20170608,
17410,20190419,
17411,20180718,
17412,20181024,
17413,20190621,
17414,20190716,
17415,20190401,
17416,20190805,
17417,20171106,
17418,20160203,
17419,20191025,
17420,20171123,
17421,20170504,
17422,20170220,
17423,20190802,
17424,20190801,
17425,20190604,
17426,20191217,
17427,20190424,
17428,20161013,
17429,20190908,
17430,20160407,
17431,20190804,
17432,20190420,
17433,20191108,
17434,20190911,
17435,20180428,
17436,20170311,
17437,20160607,
17438,20190426,
17439,20190713,
17440,20190523,
17441,20190529,
17442,20190803,
17443,20171212,
17444,20181012,
17445,20181108,
17446,20190718,
17447,20190509,
17448,20190614,
17449,20160303,
17450,20190614,
17451,20190529,
17452,20160714,
17453,20170927,
17454,20170228,
17455,20151201,
17456,20180809,
17457,20160506,
17458,20190516,
17459,20171214,
17460,20190227,
17461,20180709,
17462,20190814,
17463,20190823,
17464,20191028,
17465,20190415,
17466,20190804,
17467,20190429,
17468,20170714,
17469,20160512,
17470,20170411,
17471,20190726,
17472,20190813,
17473,20160519,
17474,20190529,
17475,20190314,
17476,20170406,
17477,20190716,
17478,20170920,
17479,20200102,
17480,20190914,
17481,20190530,
17482,20190814,
17483,20190516,
17484,20180820,
17485,20180528,
17486,20190730,
17487,20171027,
17488,20190812,
17489,20191017,
17490,20190704,
17491,20190327,
17492,20190823,
17493,20180518,
17494,20180831,
17495,20170921,
17496,20190328,
17497,20190514,
17498,20190427,
17499,20160906,
17500,20191102,
17501,20190615,
17502,20180731,
17503,20160229,
17504,20171127,
17505,20190421,
17506,20151210,
17507,20181103,
17508,20190426,
17509,20170905,
17510,20190730,
17511,20190617,
17512,20160512,
17513,20181211,
17514,20190607,
17515,20190822,
17516,20200116,
17517,20151224,
17518,20190909,
17519,20190318,
17520,20191008,
17521,20180515,
17522,20191006,
17523,20170605,
17524,20190426,
17525,20190510,
17526,20160727,
17527,20190501,
17528,20160623,
17529,20190507,
17530,20170516,
17531,20190327,
17532,20190902,
17533,20190815,
17534,20190602,
17535,20170405,
17536,20190319,
17537,20190514,
17538,20161117,
17539,20161230,
17540,20171019,
17541,20170619,
17542,20170106,
17543,20181009,
17544,20190202,
17545,20190424,
17546,20191024,
17547,20190819,
17548,20181101,
17549,20160527,
17550,20190819,
17551,20190606,
17552,20170706,
17553,20170627,
17554,20180926,
17555,20180829,
17556,20181205,
17557,20190616,
17558,20190926,
17559,20170303,
17560,20160517,
17561,20190410,
17562,20160622,
17563,20181116,
17564,20190813,
17565,20180815,
17566,20190222,
17567,20160822,
17568,20180312,
17569,20160718,
17570,20190218,
17571,20190721,
17572,20160628,
17573,20190507,
17574,20190430,
17575,20190515,
17576,20160806,
17577,20170829,
17578,20180712,
17579,20180413,
17580,20160229,
17581,20180212,
17582,20180929,
17583,20180608,
17584,20151208,
17585,20190510,
17586,20190508,
17587,20160115,
17588,20190905,
17589,20171102,
17590,20190617,
17591,20190718,
17592,20190809,
17593,20160517,
17594,20180913,
17595,20190615,
17596,20180419,
17597,20171011,
17598,20181029,
17599,20161216,
17600,20160824,
17601,20160913,
17602,20190928,
17603,20151201,
17604,20190718,
17605,20191106,
17606,20191113,
17607,20160912,
17608,20190527,
17609,20171205,
17610,20190107,
17611,20171125,
17612,20190603,
17613,20160921,
17614,20190510,
17615,20170804,
17616,20190925,
17617,20170904,
17618,20171215,
17619,20170327,
17620,20151230,
17621,20190917,
17622,20190712,
17623,20180110,
17624,20180815,
17625,20170621,
17626,20190802,
17627,20190729,
17628,20190522,
17629,20170407,
17630,20190515,
17631,20160920,
17632,20190508,
17633,20181011,
17634,20170731,
17635,20170928,
17636,20191225,
17637,20190801,
17638,20190708,
17639,20180213,
17640,20180214,
17641,20170509,
17642,20190507,
17643,20171024,
17644,20190725,
17645,20170717,
17646,20190507,
17647,20181120,
17648,20180702,
17649,20170228,
17650,20180713,
17651,20190510,
17652,20151218,
17653,20181029,
17654,20190429,
17655,20190620,
17656,20180803,
17657,20170930,
17658,20170731,
17659,20160205,
17660,20190612,
17661,20190807,
17662,20190719,
17663,20190623,
17664,20190414,
17665,20171117,
17666,20190929,
17667,20190808,
17668,20190326,
17669,20160603,
17670,20160829,
17671,20190614,
17672,20190802,
17673,20190429,
17674,20190814,
17675,20180127,
17676,20190903,
17677,20181113,
17678,20161108,
17679,20171123,
17680,20160822,
17681,20191118,
17682,20171122,
17683,20190429,
17684,20170815,
17685,20190523,
17686,20191025,
17687,20190919,
17688,20191127,
17689,20180806,
17690,20160128,
17691,20180725,
17692,20190604,
17693,20190507,
17694,20190731,
17695,20170925,
17696,20160826,
17697,20170810,
17698,20190305,
17699,20190420,
17700,20181022,
17701,20180810,
17702,20190806,
17703,20180115,
17704,20171204,
17705,20170110,
17706,20190704,
17707,20190925,
17708,20190330,
17709,20190921,
17710,20170122,
17711,20161104,
17712,20160513,
17713,20161208,
17714,20180914,
17715,20190521,
17716,20190827,
17717,20190109,
17718,20190314,
17719,20161207,
17720,20170930,
17721,20180420,
17722,20190130,
17723,20180122,
17724,20190518,
17725,20190804,
17726,20190614,
17727,20160426,
17728,20170602,
17729,20161107,
17730,20161206,
17731,20190618,
17732,20161222,
17733,20161115,
17734,20190504,
17735,20151217,
17736,20180928,
17737,20180629,
17738,20190306,
17739,20190820,
17740,20190506,
17741,20171222,
17742,20190518,
17743,20190510,
17744,20190725,
17745,20170918,
17746,20171213,
17747,20190731,
17748,20180724,
17749,20181210,
17750,20190505,
17751,20190618,
17752,20161222,
17753,20180808,
17754,20170228,
17755,20181110,
17756,20190627,
17757,20191017,
17758,20180905,
17759,20190717,
17760,20160203,
17761,20200116,
17762,20180927,
17763,20190731,
17764,20170927,
17765,20170210,
17766,20190614,
17767,20181031,
17768,20170706,
17769,20190506,
17770,20171215,
17771,20190618,
17772,20190829,
17773,20180830,
17774,20160830,
17775,20170706,
17776,20170518,
17777,20160222,
17778,20160512,
17779,20190116,
17780,20170925,
17781,20170330,
17782,20190904,
17783,20190809,
17784,20190802,
17785,20180703,
17786,20160628,
17787,20160115,
17788,20170223,
17789,20190903,
17790,20160329,
17791,20151215,
17792,20190618,
17793,20190604,
17794,20190901,
17795,20190521,
17796,20180212,
17797,20171220,
17798,20170726,
17799,20161122,
17800,20190720,
17801,20180319,
17802,20180510,
17803,20171109,
17804,20180209,
17805,20180709,
17806,20180703,
17807,20170511,
17808,20190506,
17809,20190515,
17810,20190711,
17811,20151215,
17812,20190521,
17813,20190911,
17814,20190804,
17815,20190610,
17816,20190822,
17817,20160527,
17818,20190726,
17819,20171110,
17820,20190815,
17821,20190731,
17822,20160902,
17823,20180724,
17824,20190114,
17825,20190616,
17826,20190429,
17827,20180928,
17828,20181220,
17829,20181108,
17830,20190506,
17831,20190604,
17832,20151208,
17833,20190805,
17834,20190418,
17835,20190615,
17836,20190312,
17837,20191212,
17838,20190502,
17839,20190419,
17840,20190506,
17841,20190617,
17842,20180820,
17843,20190917,
17844,20190716,
17845,20190524,
17846,20181009,
17847,20180619,
17848,20190314,
17849,20190325,
17850,20171125,
17851,20180212,
17852,20161103,
17853,20160517,
17854,20181102,
17855,20190603,
17856,20200115,
17857,20190521,
17858,20180104,
17859,20190915,
17860,20190627,
17861,20190724,
17862,20191010,
17863,20181201,
17864,20190313,
17865,20180902,
17866,20151223,
17867,20161216,
17868,20181022,
17869,20160622,
17870,20190509,
17871,20190306,
17872,20161128,
17873,20190614,
17874,20190621,
17875,20190729,
17876,20170718,
17877,20191129,
17878,20171106,
17879,20160325,
17880,20181012,
17881,20200220,
17882,20170621,
17883,20190626,
17884,20181028,
17885,20191113,
17886,20190617,
17887,20160510,
17888,20190614,
17889,20190809,
17890,20170829,
17891,20170527,
17892,20170630,
17893,20190104,
17894,20190330,
17895,20190626,
17896,20181013,
17897,20160629,
17898,20190724,
17899,20170508,
17900,20170925,
17901,20170330,
17902,20170626,
17903,20160125,
17904,20180727,
17905,20190712,
17906,20170929,
17907,20191030,
17908,20151214,
17909,20190617,
17910,20190515,
17911,20151222,
17912,20190808,
17913,20171213,
17914,20190509,
17915,20170505,
17916,20190628,
17917,20181112,
17918,20190509,
17919,20170228,
17920,20190701,
17921,20160412,
17922,20160722,
17923,20181201,
17924,20190117,
17925,20190701,
17926,20170912,
17927,20190603,
17928,20200109,
17929,20190110,
17930,20161230,
17931,20171019,
17932,20190810,
17933,20190615,
17934,20190721,
17935,20191028,
17936,20190419,
17937,20190719,
17938,20190111,
17939,20160203,
17940,20190502,
17941,20190809,
17942,20151209,
17943,20170217,
17944,20151201,
17945,20181218,
17946,20181025,
17947,20190329,
17948,20180224,
17949,20160822,
17950,20190322,
17951,20160615,
17952,20190920,
17953,20190510,
17954,20170918,
17955,20190429,
17956,20190515,
17957,20190816,
17958,20191120,
17959,20160331,
17960,20160705,
17961,20190710,
17962,20170428,
17963,20170324,
17964,20190516,
17965,20190609,
17966,20190327,
17967,20180427,
17968,20190731,
17969,20190625,
17970,20171122,
17971,20190220,
17972,20190502,
17973,20161210,
17974,20200115,
17975,20191126,
17976,20170307,
17977,20151211,
17978,20190311,
17979,20190718,
17980,20181017,
17981,20181011,
17982,20190716,
17983,20190730,
17984,20190507,
17985,20190516,
17986,20161230,
17987,20160426,
17988,20190510,
17989,20190429,
17990,20190425,
17991,20191030,
17992,20170822,
17993,20190117,
17994,20160819,
17995,20170425,
17996,20170621,
17997,20180127,
17998,20170630,
17999,20190628,
18000,20181021,
18001,20180926,
18002,20190402,
18003,20190312,
18004,20190911,
18005,20190506,
18006,20180328,
18007,20190622,
18008,20190918,
18009,20190430,
18010,20180912,
18011,20190426,
18012,20160918,
18013,20191209,
18014,20190525,
18015,20190507,
18016,20190914,
18017,20190731,
18018,20160721,
18019,20190509,
18020,20171206,
18021,20190504,
18022,20190605,
18023,20190428,
18024,20160909,
18025,20160621,
18026,20190617,
18027,20190614,
18028,20160721,
18029,20190710,
18030,20191126,
18031,20181030,
18032,20181215,
18033,20190723,
18034,20190910,
18035,20160628,
18036,20180731,
18037,20190323,
18038,20191114,
18039,20170703,
18040,20181109,
18041,20190304,
18042,20190311,
18043,20190320,
18044,20171219,
18045,20160927,
18046,20171222,
18047,20181204,
18048,20190604,
18049,20190123,
18050,20200224,
18051,20190917,
18052,20190819,
18053,20180719,
18054,20160409,
18055,20190429,
18056,20160829,
18057,20171030,
18058,20190519,
18059,20170224,
18060,20191217,
18061,20160504,
18062,20151020,
18063,20180809,
18064,20190725,
18065,20190805,
18066,20180814,
18067,20190228,
18068,20160831,
18069,20190621,
18070,20180213,
18071,20170222,
18072,20180313,
18073,20190604,
18074,20170628,
18075,20191130,
18076,20191021,
18077,20180719,
18078,20181107,
18079,20170414,
18080,20190612,
18081,20180322,
18082,20190510,
18083,20200103,
18084,20190412,
18085,20151223,
18086,20190509,
18087,20190610,
18088,20161103,
18089,20190919,
18090,20190329,
18091,20181008,
18092,20180816,
18093,20170601,
18094,20191003,
18095,20160708,
18096,20190718,
18097,20180403,
18098,20190516,
18099,20190724,
18100,20190614,
18101,20170322,
18102,20190721,
18103,20190731,
18104,20160411,
18105,20190117,
18106,20180814,
18107,20170627,
18108,20171212,
18109,20180131,
18110,20190823,
18111,20190724,
18112,20180124,
18113,20160218,
18114,20190701,
18115,20190617,
18116,20190716,
18117,20190614,
18118,20190615,
18119,20161104,
18120,20190913,
18121,20190715,
18122,20170330,
18123,20181225,
18124,20160317,
18125,20180702,
18126,20181218,
18127,20170615,
18128,20171109,
18129,20190516,
18130,20190807,
18131,20170523,
18132,20181206,
18133,20190614,
18134,20190312,
18135,20190516,
18136,20190906,
18137,20180726,
18138,20190603,
18139,20190502,
18140,20161129,
18141,20181031,
18142,20170419,
18143,20190612,
18144,20181221,
18145,20190712,
18146,20181106,
18147,20190604,
18148,20190506,
18149,20181105,
18150,20170712,
18151,20151208,
18152,20160615,
18153,20160831,
18154,20180205,
18155,20190724,
18156,20191021,
18157,20190802,
18158,20191007,
18159,20170227,
18160,20160517,
18161,20190507,
18162,20190809,
18163,20190729,
18164,20190821,
18165,20180201,
18166,20151223,
18167,20190329,
18168,20180813,
18169,20170401,
18170,20190514,
18171,20190125,
18172,20190510,
18173,20190829,
18174,20190223,
18175,20190718,
18176,20161019,
18177,20190524,
18178,20180420,
18179,20190704,
18180,20160204,
18181,20170623,
18182,20190712,
18183,20190726,
18184,20191009,
18185,20180205,
18186,20170518,
18187,20170918,
18188,20190616,
18189,20160624,
18190,20181102,
18191,20190514,
18192,20170725,
18193,20180104,
18194,20190604,
18195,20190221,
18196,20191204,
18197,20160122,
18198,20181212,
18199,20170210,
18200,20181119,
18201,20180904,
18202,20190129,
18203,20170327,
18204,20190327,
18205,20190504,
18206,20180111,
18207,20190724,
18208,20190218,
18209,20190630,
18210,20191125,
18211,20160615,
18212,20160205,
18213,20170314,
18214,20190601,
18215,20171025,
18216,20191011,
18217,20190425,
18218,20190725,
18219,20190616,
18220,20190816,
18221,20161220,
18222,20190702,
18223,20180119,
18224,20180914,
18225,20181015,
18226,20180529,
18227,20170510,
18228,20160409,
18229,20191231,
18230,20190428,
18231,20191126,
18232,20170905,
18233,20190701,
18234,20190319,
18235,20160418,
18236,20190524,
18237,20191218,
18238,20160830,
18239,20151217,
18240,20170405,
18241,20170710,
18242,20160826,
18243,20190802,
18244,20160214,
18245,20160126,
18246,20170627,
18247,20180131,
18248,20190227,
18249,20181220,
18250,20190429,
18251,20160715,
18252,20190116,
18253,20190803,
18254,20160421,
18255,20161222,
18256,20160331,
18257,20190510,
18258,20170918,
18259,20171030,
18260,20190110,
18261,20160202,
18262,20160809,
18263,20160613,
18264,20200227,
18265,20191008,
18266,20190312,
18267,20180118,
18268,20170821,
18269,20180323,
18270,20190221,
18271,20161220,
18272,20190624,
18273,20190514,
18274,20190614,
18275,20151130,
18276,20191014,
18277,20190804,
18278,20170110,
18279,20190914,
18280,20170321,
18281,20191227,
18282,20190314,
18283,20181219,
18284,20170322,
18285,20160824,
18286,20191113,
18287,20190531,
18288,20151229,
18289,20190505,
18290,20190409,
18291,20190614,
18292,20190829,
18293,20190711,
18294,20190818,
18295,20190711,
18296,20190621,
18297,20180429,
18298,20190826,
18299,20171122,
18300,20190523,
18301,20160513,
18302,20160608,
18303,20170126,
18304,20190614,
18305,20161214,
18306,20190717,
18307,20190725,
18308,20170216,
18309,20171128,
18310,20160918,
18311,20170401,
18312,20190505,
18313,20190305,
18314,20180702,
18315,20190420,
18316,20160125,
18317,20181221,
18318,20181202,
18319,20160715,
18320,20190723,
18321,20190920,
18322,20170817,
18323,20151229,
18324,20190529,
18325,20190426,
18326,20190812,
18327,20160930,
18328,20170503,
18329,20161028,
18330,20191016,
18331,20181225,
18332,20180123,
18333,20190501,
18334,20180720,
18335,20161130,
18336,20190805,
18337,20190722,
18338,20180918,
18339,20151230,
18340,20190720,
18341,20190825,
18342,20180118,
18343,20170620,
18344,20190619,
18345,20190502,
18346,20161031,
18347,20160204,
18348,20170731,
18349,20190822,
18350,20190728,
18351,20151215,
18352,20190726,
18353,20190820,
18354,20181114,
18355,20170915,
18356,20151228,
18357,20190507,
18358,20190811,
18359,20180605,
18360,20171219,
18361,20190630,
18362,20190906,
18363,20171011,
18364,20191101,
18365,20190509,
18366,20170907,
18367,20190314,
18368,20190902,
18369,20190906,
18370,20180515,
18371,20190315,
18372,20190507,
18373,20161123,
18374,20151217,
18375,20160823,
18376,20200116,
18377,20190401,
18378,20191203,
18379,20170822,
18380,20190813,
18381,20160927,
18382,20190603,
18383,20161222,
18384,20190730,
18385,20180420,
18386,20190711,
18387,20191212,
18388,20190829,
18389,20160906,
18390,20170518,
18391,20190517,
18392,20180817,
18393,20190320,
18394,20160902,
18395,20191031,
18396,20181010,
18397,20190621,
18398,20180626,
18399,20170825,
18400,20190517,
18401,20160121,
18402,20190816,
18403,20170119,
18404,20170808,
18405,20180920,
18406,20190920,
18407,20190719,
18408,20170720,
18409,20161102,
18410,20190802,
18411,20190710,
18412,20170710,
18413,20181026,
18414,20170109,
18415,20190803,
18416,20180930,
18417,20151215,
18418,20161205,
18419,20190319,
18420,20190610,
18421,20160831,
18422,20190726,
18423,20180205,
18424,20190704,
18425,20160127,
18426,20190917,
18427,20190314,
18428,20170915,
18429,20190515,
18430,20190919,
18431,20160419,
18432,20181001,
18433,20180917,
18434,20170901,
18435,20190305,
18436,20181130,
18437,20171113,
18438,20190426,
18439,20190428,
18440,20170712,
18441,20170726,
18442,20190807,
18443,20170823,
18444,20180528,
18445,20171115,
18446,20190614,
18447,20190716,
18448,20180121,
18449,20200109,
18450,20190708,
18451,20181010,
18452,20190502,
18453,20181106,
18454,20190122,
18455,20190505,
18456,20170609,
18457,20171208,
18458,20190510,
18459,20190329,
18460,20190603,
18461,20190603,
18462,20190125,
18463,20190311,
18464,20191129,
18465,20191206,
18466,20191129,
18467,20170608,
18468,20151216,
18469,20190614,
18470,20190828,
18471,20170817,
18472,20170830,
18473,20181101,
18474,20190314,
18475,20181201,
18476,20190421,
18477,20170606,
18478,20160817,
18479,20190516,
18480,20190313,
